,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
13040,4/24/2015,2015,0,s,ARI,PIT,1478.0,1520.909,0.473,0.527,1475.97,1522.94,Josh Collmenter,Gerrit Cole,51.892,54.556,13.104,14.523,1,4
13045,4/23/2015,2015,0,s,SFG,LAD,1513.054,1534.554,0.504,0.496,1514.452,1533.156,Ryan Vogelsong,Mike Bolsinger,44.131,44.595,-25.375,-29.107,3,2
13051,4/23/2015,2015,0,s,COL,SDP,1480.414,1508.318,0.494,0.506,1481.798,1506.934,Jordan Lyles,Tyson Ross,46.812,52.699,-7.384,12.554,2,1
13057,4/22/2015,2015,0,s,SFG,LAD,1511.642,1535.966,0.5,0.5,1513.054,1534.554,Madison Bumgarner,Clayton Kershaw,57.332,60.762,36.97,47.611,3,2
13065,4/22/2015,2015,0,s,COL,SDP,1479.017,1509.715,0.49,0.51,1480.414,1508.318,Kyle Kendrick,James Shields,43.63,53.419,-22.189,16.13,5,4
13067,4/22/2015,2015,0,s,ARI,TEX,1475.934,1485.55,0.521,0.479,1478.0,1483.484,Archie Bradley,Yovani Gallardo,49.249,48.097,1.025,-3.826,8,5
13072,4/21/2015,2015,0,s,SFG,LAD,1508.962,1538.646,0.492,0.508,1511.642,1535.966,Tim Lincecum,Brett Anderson,46.031,51.094,-15.623,1.335,6,2
13080,4/21/2015,2015,0,s,COL,SDP,1480.362,1508.37,0.494,0.506,1479.017,1509.715,Tyler Matzek,Brandon Morrow,51.472,48.763,14.683,-5.551,6,7
13082,4/21/2015,2015,0,s,ARI,TEX,1479.433,1482.052,0.531,0.469,1475.934,1485.55,Chase Anderson,Nick Martinez,47.223,49.389,-7.835,2.773,1,7
13089,4/20/2015,2015,0,s,COL,SDP,1485.119,1503.612,0.508,0.492,1480.362,1508.37,Jorge de la Rosa,Odrisamer Despaigne,52.523,48.941,18.17,-3.929,3,14
13097,4/19/2015,2015,0,s,SFG,ARI,1512.157,1476.237,0.585,0.415,1508.962,1479.433,Tim Hudson,Jeremy Hellickson,47.504,45.016,-9.344,-17.912,1,5
13102,4/19/2015,2015,0,s,LAD,COL,1535.915,1487.851,0.602,0.398,1538.646,1485.119,Brandon McCarthy,Eddie Butler,49.958,46.6,-3.281,-9.879,7,0
13112,4/18/2015,2015,0,s,SFG,ARI,1510.359,1478.035,0.58,0.42,1512.157,1476.237,Chris Heston,Rubby de la Rosa,48.129,45.867,-5.72,-14.185,4,1
13117,4/18/2015,2015,0,s,LAD,COL,1534.168,1489.598,0.597,0.403,1535.915,1487.851,Zack Greinke,Jordan Lyles,57.52,47.138,32.28,-7.736,6,3
13127,4/17/2015,2015,0,s,SFG,ARI,1515.623,1472.771,0.595,0.405,1510.359,1478.035,Jake Peavy,Josh Collmenter,49.344,50.58,-0.893,9.292,0,9
13132,4/17/2015,2015,0,s,LAD,COL,1532.105,1491.661,0.592,0.408,1534.168,1489.598,Clayton Kershaw,Kyle Kendrick,61.431,44.379,50.539,-21.62,7,3
13141,4/16/2015,2015,0,s,SFG,ARI,1517.393,1471.002,0.6,0.4,1515.623,1472.771,Madison Bumgarner,Archie Bradley,58.053,48.662,39.757,0.837,6,7
13147,4/15/2015,2015,0,s,SFG,COL,1519.608,1489.446,0.577,0.423,1517.393,1491.661,Tim Lincecum,Tyler Matzek,46.337,51.049,-15.75,10.227,2,4
13148,4/15/2015,2015,0,s,SDP,ARI,1499.983,1472.216,0.574,0.426,1501.197,1471.002,Brandon Morrow,Chase Anderson,48.633,47.093,-4.785,-6.481,3,2
13152,4/15/2015,2015,0,s,LAD,SEA,1530.167,1508.778,0.565,0.435,1532.105,1506.84,Brett Anderson,Taijuan Walker,51.571,47.151,3.788,-14.636,5,2
13161,4/14/2015,2015,0,s,SFG,COL,1522.348,1486.706,0.585,0.415,1519.608,1489.446,Tim Hudson,Christian Bergman,47.146,45.258,-11.731,-16.718,1,4
13162,4/14/2015,2015,0,s,SDP,ARI,1497.751,1474.448,0.568,0.432,1499.983,1472.216,Odrisamer Despaigne,Jeremy Hellickson,48.126,45.353,-6.467,-15.125,5,1
13165,4/14/2015,2015,0,s,LAD,SEA,1528.91,1510.034,0.561,0.439,1530.167,1508.778,David Huff,Hisashi Iwakuma,42.401,52.913,-40.617,11.755,6,5
13175,4/13/2015,2015,0,s,SFG,COL,1524.632,1484.422,0.591,0.409,1522.348,1486.706,Chris Heston,Eddie Butler,47.536,46.55,-9.433,-10.707,0,2
13176,4/13/2015,2015,0,s,SDP,ARI,1500.963,1471.236,0.577,0.423,1497.751,1474.448,Andrew Cashner,Rubby de la Rosa,51.335,45.83,8.441,-12.981,4,8
13180,4/13/2015,2015,0,s,LAD,SEA,1527.64,1511.305,0.558,0.442,1528.91,1510.034,Brandon McCarthy,James Paxton,50.445,51.743,-3.299,6.025,6,5
13187,4/12/2015,2015,0,s,SDP,SFG,1499.011,1526.583,0.495,0.505,1500.963,1524.632,Tyson Ross,Jake Peavy,53.091,50.126,16.774,2.026,6,4
13193,4/12/2015,2015,0,s,COL,CHC,1485.916,1483.659,0.538,0.462,1484.422,1485.153,Jordan Lyles,Kyle Hendricks,46.574,51.567,-10.166,9.461,5,6
13199,4/12/2015,2015,0,s,ARI,LAD,1473.192,1525.684,0.459,0.541,1471.236,1527.64,Josh Collmenter,Zack Greinke,51.144,56.669,11.581,27.02,4,7
13202,4/11/2015,2015,0,s,SDP,SFG,1494.846,1530.748,0.483,0.517,1499.011,1526.583,James Shields,Madison Bumgarner,52.75,59.86,15.853,46.539,10,2
13208,4/11/2015,2015,0,s,COL,CHC,1488.632,1480.944,0.545,0.455,1485.916,1483.659,Kyle Kendrick,Jason Hammel,46.029,49.729,-14.42,1.213,5,9
13214,4/11/2015,2015,0,s,ARI,LAD,1469.524,1529.352,0.449,0.551,1473.192,1525.684,Archie Bradley,Clayton Kershaw,47.4,63.057,-4.879,56.076,6,0
13217,4/10/2015,2015,0,s,SDP,SFG,1493.273,1532.322,0.478,0.522,1494.846,1530.748,Brandon Morrow,Tim Lincecum,47.613,45.575,-7.407,-20.083,1,0
13223,4/10/2015,2015,0,s,COL,CHC,1486.435,1483.141,0.539,0.461,1488.632,1480.944,Tyler Matzek,Travis Wood,50.705,44.464,7.957,-23.382,5,1
13229,4/10/2015,2015,0,s,ARI,LAD,1467.967,1530.909,0.444,0.556,1469.524,1529.352,Chase Anderson,Brett Anderson,46.986,51.599,-6.792,2.223,4,3
13232,4/9/2015,2015,0,s,SDP,SFG,1494.7,1530.895,0.482,0.518,1493.273,1532.322,Ian Kennedy,Tim Hudson,49.712,46.953,2.5,-13.56,0,1
13247,4/8/2015,2015,0,s,LAD,SDP,1529.063,1496.545,0.581,0.419,1530.909,1494.7,Brandon McCarthy,Andrew Cashner,51.346,53.013,0.188,16.6,7,4
13254,4/8/2015,2015,0,s,ARI,SFG,1469.871,1528.992,0.45,0.55,1467.967,1530.895,Jeremy Hellickson,Chris Heston,45.743,46.82,-13.132,-13.649,2,5
13259,4/7/2015,2015,0,s,LAD,SDP,1532.361,1493.248,0.59,0.41,1529.063,1496.545,Zack Greinke,Tyson Ross,56.446,53.098,24.614,17.164,3,7
13261,4/7/2015,2015,0,s,ARI,SFG,1468.318,1530.544,0.445,0.555,1469.871,1528.992,Rubby de la Rosa,Ryan Vogelsong,46.649,45.303,-9.738,-22.099,7,6
13269,4/6/2015,2015,0,s,LAD,SDP,1530.539,1495.069,0.585,0.415,1532.361,1493.248,Clayton Kershaw,James Shields,63.589,52.791,58.266,15.844,6,3
13275,4/6/2015,2015,0,s,ARI,SFG,1469.506,1529.356,0.449,0.551,1468.318,1530.544,Josh Collmenter,Madison Bumgarner,51.989,60.201,14.711,48.081,4,5
13279,10/26/2014,2014,0,w,SFG,KCR,1541.234,1544.002,0.541,0.459,1545.3,1539.937,Madison Bumgarner,James Shields,58.99,52.899,42.986,8.958,5,0
13280,10/25/2014,2014,0,w,SFG,KCR,1536.017,1549.22,0.521,0.479,1541.234,1544.002,Ryan Vogelsong,Jason Vargas,46.188,50.57,-18.198,-2.67,11,4
13281,10/24/2014,2014,0,w,SFG,KCR,1538.38,1546.856,0.53,0.47,1536.017,1549.22,Tim Hudson,Jeremy Guthrie,47.079,49.71,-13.964,-6.665,2,3
13284,10/16/2014,2014,0,l,SFG,STL,1533.558,1527.074,0.558,0.442,1536.503,1524.129,Madison Bumgarner,Adam Wainwright,58.783,56.192,41.36,26.226,6,3
13285,10/15/2014,2014,0,l,SFG,STL,1531.053,1529.579,0.549,0.451,1533.558,1527.074,Ryan Vogelsong,Shelby Miller,47.353,49.62,-13.592,-5.269,6,4
13287,10/14/2014,2014,0,l,SFG,STL,1529.081,1531.551,0.541,0.459,1531.053,1529.579,Tim Hudson,John Lackey,47.083,51.519,-15.016,3.591,5,4
13294,10/7/2014,2014,0,d,SFG,WSN,1524.828,1554.702,0.489,0.511,1527.089,1552.44,Ryan Vogelsong,Gio Gonzalez,46.506,54.652,-16.295,1.711,3,2
13296,10/6/2014,2014,0,d,SFG,WSN,1528.295,1551.234,0.502,0.498,1524.828,1554.702,Madison Bumgarner,Doug Fister,57.757,54.096,37.036,-0.446,1,4
13300,10/4/2014,2014,0,d,LAD,STL,1546.175,1530.677,0.575,0.425,1548.048,1528.803,Zack Greinke,Lance Lynn,55.697,53.069,20.473,12.088,3,2
13302,10/3/2014,2014,0,d,LAD,STL,1548.989,1527.863,0.586,0.414,1546.175,1530.677,Clayton Kershaw,Adam Wainwright,65.664,58.703,66.402,37.351,9,10
13312,9/28/2014,2014,0,s,SFG,SDP,1512.609,1492.927,0.563,0.437,1515.433,1490.103,Chris Heston,Robbie Erlin,47.4,48.369,-8.695,-3.929,9,3
13317,9/28/2014,2014,0,s,LAD,COL,1547.067,1465.195,0.648,0.352,1548.989,1463.273,Zack Greinke,Christian Bergman,55.638,46.746,19.528,-6.815,10,5
13323,9/28/2014,2014,0,s,ARI,STL,1452.888,1526.734,0.429,0.571,1451.759,1527.863,Josh Collmenter,Nick Greenwood,50.693,47.4,13.508,-15.552,0,1
13327,9/27/2014,2014,0,s,SFG,SDP,1510.984,1494.552,0.558,0.442,1512.609,1492.927,Jake Peavy,Eric Stults,52.742,44.779,16.412,-20.351,3,1
13332,9/27/2014,2014,0,s,LAD,COL,1546.094,1466.169,0.645,0.355,1547.067,1465.195,Dan Haren,Eddie Butler,48.0,47.494,-16.596,-4.371,6,5
13338,9/27/2014,2014,0,s,ARI,STL,1450.219,1529.403,0.421,0.579,1452.888,1526.734,Wade Miley,Lance Lynn,48.106,54.033,1.504,14.866,5,2
13343,9/26/2014,2014,0,s,SFG,SDP,1513.664,1491.872,0.566,0.434,1510.984,1494.552,Ryan Vogelsong,Ian Kennedy,46.76,48.861,-12.06,-0.367,1,4
13348,9/26/2014,2014,0,s,LAD,COL,1544.577,1467.685,0.641,0.359,1546.094,1466.169,Fausto Carmona,Jordan Lyles,44.96,46.501,-31.589,-9.597,7,4
13354,9/26/2014,2014,0,s,ARI,STL,1451.332,1528.289,0.424,0.576,1450.219,1529.403,Trevor Cahill,Michael Wacha,44.803,52.128,-14.222,5.739,6,7
13359,9/25/2014,2014,0,s,SFG,SDP,1512.426,1493.11,0.562,0.438,1513.664,1491.872,Yusmeiro Petit,Andrew Cashner,48.076,54.454,-6.148,24.811,9,8
13369,9/24/2014,2014,0,s,SDP,COL,1491.824,1468.972,0.567,0.433,1493.11,1467.685,Joe Wieland,Yohan Flande,45.292,47.902,-18.476,-3.657,4,3
13373,9/24/2014,2014,0,s,LAD,SFG,1541.27,1515.734,0.571,0.429,1544.577,1512.426,Clayton Kershaw,Tim Hudson,65.301,45.979,65.006,-16.332,9,1
13384,9/23/2014,2014,0,s,SDP,COL,1493.653,1467.142,0.572,0.428,1491.824,1468.972,Robbie Erlin,Jorge de la Rosa,48.902,52.922,-2.03,19.764,2,3
13388,9/23/2014,2014,0,s,LAD,SFG,1539.628,1517.376,0.566,0.434,1541.27,1515.734,Zack Greinke,Madison Bumgarner,55.321,56.681,18.584,33.873,4,2
13398,9/22/2014,2014,0,s,SDP,COL,1492.373,1468.422,0.569,0.431,1493.653,1467.142,Eric Stults,Tyler Matzek,44.094,50.375,-24.224,8.183,1,0
13402,9/22/2014,2014,0,s,LAD,SFG,1542.432,1514.572,0.574,0.426,1539.628,1517.376,Dan Haren,Jake Peavy,46.879,52.307,-20.243,13.86,2,5
13409,9/21/2014,2014,0,s,SDP,SFG,1488.902,1518.043,0.493,0.507,1492.373,1514.572,Ian Kennedy,Ryan Vogelsong,48.53,47.045,-3.097,-11.252,8,2
13417,9/21/2014,2014,0,s,COL,ARI,1465.949,1454.133,0.551,0.449,1468.422,1451.659,Christian Bergman,Wade Miley,46.233,48.915,-10.913,4.554,8,3
13424,9/20/2014,2014,0,s,SDP,SFG,1487.308,1519.636,0.488,0.512,1488.902,1518.043,Andrew Cashner,Yusmeiro Petit,53.881,48.141,22.823,-6.223,3,2
13432,9/20/2014,2014,0,s,COL,ARI,1463.748,1456.333,0.545,0.455,1465.949,1454.133,Eddie Butler,Trevor Cahill,46.883,45.127,-7.356,-13.691,5,1
13439,9/19/2014,2014,0,s,SDP,SFG,1484.065,1522.879,0.479,0.521,1487.308,1519.636,Odrisamer Despaigne,Tim Hudson,46.759,46.971,-9.461,-12.784,5,0
13447,9/19/2014,2014,0,s,COL,ARI,1459.171,1460.91,0.532,0.468,1463.748,1456.333,Jordan Lyles,Chase Anderson,46.097,48.067,-10.777,-0.898,15,3
13453,9/18/2014,2014,0,s,SDP,PHI,1481.535,1485.025,0.529,0.471,1484.065,1482.495,Robbie Erlin,Kyle Kendrick,48.443,45.069,-1.128,-18.781,7,3
13459,9/18/2014,2014,0,s,COL,ARI,1457.904,1462.178,0.528,0.472,1459.171,1460.91,Yohan Flande,Vidal Nuno,47.755,49.405,-2.876,5.518,7,6
13464,9/17/2014,2014,0,s,SDP,PHI,1484.121,1482.439,0.537,0.463,1481.535,1485.025,Eric Stults,Cole Hamels,44.469,57.05,-20.36,38.046,2,5
13471,9/17/2014,2014,0,s,COL,LAD,1451.031,1543.203,0.403,0.597,1457.904,1536.33,Jorge de la Rosa,Carlos Frias,51.621,48.351,16.685,-17.409,16,2
13475,9/17/2014,2014,0,s,ARI,SFG,1463.78,1521.277,0.452,0.548,1462.178,1522.879,Andrew Chafin,Madison Bumgarner,48.127,56.924,-0.132,34.108,2,4
13479,9/16/2014,2014,0,s,SDP,PHI,1482.702,1483.858,0.533,0.467,1484.121,1482.439,Ian Kennedy,A.J. Burnett,48.856,49.614,-0.047,1.941,5,4
13486,9/16/2014,2014,0,s,COL,LAD,1446.97,1547.263,0.392,0.608,1451.031,1543.203,Tyler Matzek,Dan Haren,50.177,47.09,10.185,-23.768,10,4
13490,9/16/2014,2014,0,s,ARI,SFG,1465.002,1520.055,0.455,0.545,1463.78,1521.277,Josh Collmenter,Jake Peavy,49.684,51.552,7.736,9.668,1,2
13493,9/15/2014,2014,0,s,SDP,PHI,1481.266,1485.294,0.529,0.471,1482.702,1483.858,Andrew Cashner,Jerome Williams,52.448,45.118,18.363,-18.476,1,0
13498,9/15/2014,2014,0,s,COL,LAD,1449.823,1544.411,0.4,0.6,1446.97,1547.263,Christian Bergman,Fausto Carmona,47.199,45.39,-4.77,-32.251,3,11
13502,9/15/2014,2014,0,s,ARI,SFG,1462.055,1523.002,0.447,0.553,1465.002,1520.055,Wade Miley,Ryan Vogelsong,48.209,47.547,1.48,-9.724,6,2
13507,9/14/2014,2014,0,s,SFG,LAD,1524.949,1542.463,0.509,0.491,1523.002,1544.411,Yusmeiro Petit,Clayton Kershaw,47.879,66.221,-7.999,66.369,2,4
13517,9/14/2014,2014,0,s,ARI,SDP,1460.24,1483.081,0.502,0.498,1462.055,1481.266,Trevor Cahill,Odrisamer Despaigne,45.333,47.253,-12.352,-6.58,8,6
13524,9/13/2014,2014,0,s,SFG,LAD,1531.823,1535.589,0.529,0.471,1524.949,1542.463,Tim Hudson,Zack Greinke,48.825,55.493,-5.349,16.727,0,17
13533,9/13/2014,2014,0,s,ARI,SDP,1456.887,1486.434,0.492,0.508,1460.24,1483.081,Chase Anderson,Tyson Ross,48.352,54.41,1.584,26.085,10,4
13540,9/12/2014,2014,0,s,SFG,LAD,1527.735,1539.677,0.517,0.483,1531.823,1535.589,Madison Bumgarner,Hyun-Jin Ryu,55.923,53.245,29.248,4.921,9,0
13548,9/12/2014,2014,0,s,ARI,SDP,1458.249,1485.072,0.496,0.504,1456.887,1486.434,Vidal Nuno,Eric Stults,50.617,45.048,11.205,-18.65,5,6
13553,9/11/2014,2014,0,s,SFG,ARI,1525.921,1460.063,0.627,0.373,1527.735,1458.249,Jake Peavy,Randall Delgado,51.193,46.364,7.426,-9.268,6,2
13564,9/10/2014,2014,0,s,SFG,ARI,1523.825,1462.159,0.621,0.379,1525.921,1460.063,Ryan Vogelsong,Josh Collmenter,46.948,49.557,-12.084,5.917,5,0
13570,9/10/2014,2014,0,s,LAD,SDP,1537.678,1487.071,0.606,0.394,1539.677,1485.072,Dan Haren,Ian Kennedy,46.145,49.027,-27.838,-0.108,4,0
13578,9/9/2014,2014,0,s,SFG,ARI,1521.937,1464.047,0.616,0.384,1523.825,1462.159,Yusmeiro Petit,Wade Miley,46.469,49.333,-13.141,3.849,5,1
13584,9/9/2014,2014,0,s,LAD,SDP,1540.732,1484.017,0.614,0.386,1537.678,1487.071,Fausto Carmona,Andrew Cashner,46.528,52.679,-27.382,17.009,3,6
13596,9/8/2014,2014,0,s,LAD,SDP,1538.498,1486.252,0.608,0.392,1540.732,1484.017,Clayton Kershaw,Odrisamer Despaigne,66.368,48.699,66.392,-3.088,9,4
13609,9/7/2014,2014,0,s,LAD,ARI,1536.456,1466.089,0.633,0.367,1538.498,1464.047,Zack Greinke,Trevor Cahill,55.974,45.154,17.258,-15.783,7,2
13612,9/7/2014,2014,0,s,COL,SDP,1454.709,1489.557,0.484,0.516,1458.014,1486.252,Franklin Morales,Tyson Ross,44.984,54.806,-14.058,25.498,6,0
13624,9/6/2014,2014,0,s,LAD,ARI,1534.861,1467.684,0.628,0.372,1536.456,1466.089,Hyun-Jin Ryu,Chase Anderson,53.078,47.775,3.845,-2.952,5,2
13627,9/6/2014,2014,0,s,COL,SDP,1453.277,1490.989,0.48,0.52,1454.709,1489.557,Jorge de la Rosa,Joe Wieland,51.813,46.407,18.212,-15.176,7,6
13639,9/5/2014,2014,0,s,LAD,ARI,1533.809,1468.735,0.625,0.375,1534.861,1467.684,Dan Haren,Vidal Nuno,45.444,50.501,-31.692,10.072,2,1
13642,9/5/2014,2014,0,s,COL,SDP,1451.04,1493.225,0.474,0.526,1453.277,1490.989,Tyler Matzek,Eric Stults,47.832,44.89,1.401,-22.381,3,0
13649,9/4/2014,2014,0,s,SDP,ARI,1496.501,1465.459,0.579,0.421,1493.225,1468.735,Ian Kennedy,Randall Delgado,50.104,45.706,1.123,-11.966,1,5
13657,9/3/2014,2014,0,s,SDP,ARI,1500.276,1461.685,0.589,0.411,1496.501,1465.459,Andrew Cashner,Josh Collmenter,52.762,49.221,13.672,4.921,1,6
13661,9/3/2014,2014,0,s,LAD,WSN,1536.298,1545.499,0.521,0.479,1533.809,1547.987,Carlos Frias,Jordan Zimmermann,47.4,55.344,-21.827,13.87,5,8
13665,9/3/2014,2014,0,s,COL,SFG,1446.867,1523.559,0.425,0.575,1451.04,1519.386,Christian Bergman,Ryan Vogelsong,46.383,48.858,-4.987,-4.432,9,2
13672,9/2/2014,2014,0,s,SDP,ARI,1499.063,1462.897,0.586,0.414,1500.276,1461.685,Odrisamer Despaigne,Wade Miley,47.935,49.089,-8.38,4.573,2,1
13676,9/2/2014,2014,0,s,LAD,WSN,1534.023,1547.774,0.515,0.485,1536.298,1545.499,Clayton Kershaw,Doug Fister,66.144,53.342,67.154,3.337,4,1
13680,9/2/2014,2014,0,s,COL,SFG,1449.217,1521.209,0.431,0.569,1446.867,1523.559,Jordan Lyles,Yusmeiro Petit,46.442,47.231,-5.593,-12.92,7,12
13687,9/1/2014,2014,0,s,SDP,ARI,1497.492,1464.468,0.581,0.419,1499.063,1462.897,Tyson Ross,Trevor Cahill,54.805,45.934,24.153,-11.097,3,1
13689,9/1/2014,2014,0,s,LAD,WSN,1536.095,1545.701,0.521,0.479,1534.023,1547.774,Fausto Carmona,Gio Gonzalez,47.717,52.256,-20.779,-1.781,4,6
13692,9/1/2014,2014,0,s,COL,SFG,1447.6,1522.826,0.427,0.573,1449.217,1521.209,Franklin Morales,Tim Hudson,46.057,49.733,-8.498,-1.401,10,9
13700,8/31/2014,2014,0,s,SFG,MIL,1518.783,1511.264,0.545,0.455,1522.826,1507.221,Madison Bumgarner,Kyle Lohse,56.571,49.591,31.335,-0.855,15,5
13702,8/31/2014,2014,0,s,SDP,LAD,1500.802,1532.786,0.489,0.511,1497.492,1536.095,Eric Stults,Hyun-Jin Ryu,44.695,52.397,-23.415,1.875,1,7
13710,8/31/2014,2014,0,s,ARI,COL,1462.209,1449.859,0.552,0.448,1464.468,1447.6,Chase Anderson,Jorge de la Rosa,47.079,52.816,-5.114,22.551,6,2
13718,8/30/2014,2014,0,s,SFG,MIL,1517.073,1512.974,0.54,0.46,1518.783,1511.264,Jake Peavy,Mike Fiers,49.279,50.771,-1.589,5.015,3,1
13720,8/30/2014,2014,0,s,SDP,LAD,1499.192,1534.395,0.484,0.516,1500.802,1532.786,Ian Kennedy,Zack Greinke,49.469,55.36,-0.385,16.544,2,1
13727,8/30/2014,2014,0,s,ARI,COL,1464.298,1447.77,0.558,0.442,1462.209,1449.859,Vidal Nuno,Tyler Matzek,49.199,46.855,6.134,-4.592,0,2
13732,8/29/2014,2014,0,s,SFG,MIL,1512.563,1517.484,0.527,0.473,1517.073,1512.974,Ryan Vogelsong,Wily Peralta,47.932,48.206,-7.12,-8.869,13,2
13734,8/29/2014,2014,0,s,SDP,LAD,1497.564,1536.024,0.479,0.521,1499.192,1534.395,Andrew Cashner,Dan Haren,52.182,45.172,13.042,-31.401,3,2
13742,8/29/2014,2014,0,s,ARI,COL,1462.366,1449.702,0.553,0.447,1464.298,1447.77,Josh Collmenter,Christian Bergman,48.136,45.938,2.181,-8.568,5,2
13744,8/28/2014,2014,0,s,SFG,COL,1510.95,1451.315,0.618,0.382,1512.563,1449.702,Yusmeiro Petit,Jordan Lyles,46.249,46.378,-14.25,-6.505,4,1
13754,8/27/2014,2014,0,s,SFG,COL,1509.597,1452.667,0.614,0.386,1510.95,1451.315,Tim Hudson,Franklin Morales,48.928,45.655,-0.907,-9.621,4,2
13756,8/27/2014,2014,0,s,SDP,MIL,1496.022,1519.026,0.501,0.499,1497.564,1517.484,Odrisamer Despaigne,Yovani Gallardo,47.133,50.828,-10.034,3.478,3,2
13766,8/27/2014,2014,0,s,ARI,LAD,1463.882,1534.507,0.433,0.567,1462.366,1536.024,Wade Miley,Clayton Kershaw,49.262,65.937,7.384,67.064,1,3
13769,8/26/2014,2014,0,s,SFG,COL,1507.936,1454.328,0.61,0.39,1509.597,1452.667,Madison Bumgarner,Jorge de la Rosa,54.657,53.062,28.097,25.211,3,0
13771,8/26/2014,2014,0,s,SDP,MIL,1493.623,1521.426,0.495,0.505,1496.022,1519.026,Tyson Ross,Jimmy Nelson,54.412,48.377,24.792,-8.615,4,1
13781,8/26/2014,2014,0,s,ARI,LAD,1466.087,1532.302,0.44,0.56,1463.882,1534.507,Trevor Cahill,Fausto Carmona,47.327,47.701,-3.05,-18.819,5,9
13784,8/25/2014,2014,0,s,SFG,COL,1509.836,1452.429,0.615,0.385,1507.936,1454.328,Jake Peavy,Tyler Matzek,48.979,46.628,1.711,-4.864,2,3
13786,8/25/2014,2014,0,s,SDP,MIL,1498.026,1517.023,0.507,0.493,1493.623,1521.426,Eric Stults,Kyle Lohse,46.261,49.49,-15.139,-3.323,1,10
13801,8/24/2014,2014,0,s,LAD,NYM,1537.437,1485.406,0.608,0.392,1532.302,1490.541,Kevin Correia,Bartolo Colon,45.704,52.196,-30.371,12.38,3,11
13802,8/24/2014,2014,0,s,COL,FLA,1450.258,1483.793,0.486,0.514,1452.429,1481.622,Christian Bergman,Brad Hand,45.952,45.164,-8.136,-11.36,7,4
13807,8/24/2014,2014,0,s,ARI,SDP,1468.284,1495.828,0.495,0.505,1466.087,1498.026,Chase Anderson,Ian Kennedy,47.932,49.785,-1.02,1.137,4,7
13817,8/23/2014,2014,0,s,LAD,NYM,1535.689,1487.154,0.603,0.397,1537.437,1485.406,Zack Greinke,Jacob deGrom,56.325,51.891,18.828,10.453,7,4
13818,8/23/2014,2014,0,s,COL,FLA,1448.832,1485.218,0.482,0.518,1450.258,1483.793,Jordan Lyles,Tom Koehler,46.308,47.852,-6.462,1.758,5,4
13823,8/23/2014,2014,0,s,ARI,SDP,1465.993,1498.12,0.488,0.512,1468.284,1495.828,Vidal Nuno,Andrew Cashner,48.338,52.908,1.716,15.284,5,2
13832,8/22/2014,2014,0,s,LAD,NYM,1533.631,1489.212,0.597,0.403,1535.689,1487.154,Dan Haren,Jon Niese,44.064,48.025,-38.14,-8.126,6,2
13833,8/22/2014,2014,0,s,COL,FLA,1452.584,1481.467,0.493,0.507,1448.832,1485.218,Franklin Morales,Henderson Alvarez,46.264,51.994,-7.313,21.018,5,13
13838,8/22/2014,2014,0,s,ARI,SDP,1463.266,1500.847,0.48,0.52,1465.993,1498.12,Josh Collmenter,Odrisamer Despaigne,46.597,47.438,-5.071,-10.819,5,1
13843,8/21/2014,2014,0,s,LAD,SDP,1532.391,1502.087,0.578,0.422,1533.631,1500.847,Clayton Kershaw,Tyson Ross,65.582,53.792,63.972,19.829,2,1
13856,8/20/2014,2014,0,s,LAD,SDP,1535.266,1499.213,0.586,0.414,1532.391,1502.087,Fausto Carmona,Eric Stults,48.529,45.605,-17.132,-18.217,1,4
13858,8/20/2014,2014,0,s,COL,KCR,1450.013,1536.217,0.411,0.589,1452.584,1533.646,Jorge de la Rosa,Danny Duffy,52.417,53.707,22.438,11.44,5,2
13871,8/19/2014,2014,0,s,LAD,SDP,1533.699,1500.779,0.581,0.419,1535.266,1499.213,Kevin Correia,Ian Kennedy,46.328,50.53,-28.346,4.272,8,6
13873,8/19/2014,2014,0,s,COL,KCR,1451.667,1534.562,0.416,0.584,1450.013,1536.217,Tyler Matzek,James Shields,46.06,54.652,-6.975,16.022,4,7
13885,8/17/2014,2014,0,s,COL,CIN,1448.36,1517.961,0.435,0.565,1451.667,1514.654,Yohan Flande,Dylan Axelrod,47.713,42.065,0.841,-50.44,10,5
13886,8/17/2014,2014,0,s,COL,CIN,1446.755,1519.566,0.43,0.57,1448.36,1517.961,Jordan Lyles,Mat Latos,46.59,56.525,-4.752,17.183,10,9
13891,8/17/2014,2014,0,s,SFG,PHI,1505.652,1468.159,0.588,0.412,1507.444,1466.367,Tim Lincecum,David Buchanan,47.561,48.372,-7.581,-0.193,5,2
13894,8/17/2014,2014,0,s,LAD,MIL,1537.223,1520.584,0.558,0.442,1533.699,1524.108,Dan Haren,Wily Peralta,45.284,49.391,-34.747,-4.568,2,7
13905,8/16/2014,2014,0,s,SFG,PHI,1504.498,1469.314,0.584,0.416,1505.652,1468.159,Tim Hudson,Kyle Kendrick,50.114,43.539,3.243,-23.664,6,5
13908,8/16/2014,2014,0,s,LAD,MIL,1539.01,1518.797,0.563,0.437,1537.223,1520.584,Clayton Kershaw,Yovani Gallardo,65.503,51.205,60.968,4.719,2,3
